Cancer	Domain	MutRatio	SwitchRatio	MutIn	AllMuts	SwitchesIn	AllSwitches	DomainCount	AllDomains
hnsc	PF01505|Major_Vault_Protein_repeat	6.59848234906e-05	0.0	1	15155.0	0	22294	5.0	41483.0
hnsc	PF00398|Ribosomal_RNA_adenine_dimethylase	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF02463|RecF/RecN/SMC_N_terminal_domain	0.000989772352359	0.0	15	15155.0	0	22294	6.0	41483.0
hnsc	PF02773|S-adenosylmethionine_synthetase,_C-terminal_domain	0.000197954470472	0.0	3	15155.0	0	22294	1.0	41483.0
hnsc	PS51650|DHR_1_DHR-1_domain_profile.	6.59848234906e-05	0.000986812595317	1	15155.0	22	22294	4.0	41483.0
hnsc	PF04101|Glycosyltransferase_family_28_C-terminal_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF15090|Domain_of_unknown_function_(DUF4553)	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF08726|Ca2+_insensitive_EF_hand	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PF02934|GatB/GatE_catalytic_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF09769|Apolipoprotein_O	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PS51571|SAM_MT43_PR_SET_Histone-lysine_N-methyltransferase_(EC_2.1.1.43)_family_profile.	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF14697|4Fe-4S_dicluster_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF06862|Protein_of_unknown_function_(DUF1253)	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF07992|Pyridine_nucleotide-disulphide_oxidoreductase	0.000329924117453	0.00134565353907	5	15155.0	30	22294	8.0	41483.0
hnsc	PF00211|Adenylate_and_Guanylate_cyclase_catalytic_domain	0.00184757505774	0.0	28	15155.0	0	22294	19.0	41483.0
hnsc	PF13821|Domain_of_unknown_function_(DUF4187)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF12745|Anticodon_binding_domain_of_tRNAs	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF03931|Skp1_family,_tetramerisation_domain	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF00180|Isocitrate/isopropylmalate_dehydrogenase	0.000197954470472	0.0	3	15155.0	0	22294	5.0	41483.0
hnsc	PF08271|TFIIB_zinc-binding	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF14580|Leucine-rich_repeat	0.0	0.000134565353907	0	15155.0	3	22294	9.0	41483.0
hnsc	PS51384|FAD_FR_Ferredoxin_reductase-type_FAD_binding_domain_profile.	0.000461893764434	0.0	7	15155.0	0	22294	10.0	41483.0
hnsc	PF00786|P21-Rho-binding_domain	0.0	0.0	0	15155.0	0	22294	4.0	41483.0
hnsc	PS51132|OLF_Olfactomedin-like_domain_profile.	0.000461893764434	0.0	7	15155.0	0	22294	8.0	41483.0
hnsc	PF00725|3-hydroxyacyl-CoA_dehydrogenase,_C-terminal_domain	0.000197954470472	0.0	3	15155.0	0	22294	6.0	41483.0
hnsc	PF12567|Leukocyte_receptor_CD45	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF00167|Fibroblast_growth_factor	0.000329924117453	0.0	5	15155.0	0	22294	4.0	41483.0
hnsc	PF11601|Shal-type_voltage-gated_potassium_channels	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF00230|Major_intrinsic_protein	0.000329924117453	0.0	5	15155.0	0	22294	6.0	41483.0
hnsc	PF07035|Colon_cancer-associated_protein_Mic1-like	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF12534|Leucine-rich_repeat_containing_protein_8	0.000131969646981	0.0	2	15155.0	0	22294	6.0	41483.0
hnsc	PF00346|Respiratory-chain_NADH_dehydrogenase,_49_Kd_subunit	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF06027|Eukaryotic_protein_of_unknown_function_(DUF914)	0.000197954470472	0.0	3	15155.0	0	22294	3.0	41483.0
hnsc	PF14835|zf-RING_of_BARD1-type_protein	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF02866|lactate/malate_dehydrogenase,_alpha/beta_C-terminal_domain	0.000263939293962	0.0	4	15155.0	0	22294	6.0	41483.0
hnsc	PF02771|Acyl-CoA_dehydrogenase,_N-terminal_domain	0.000395908940944	0.0	6	15155.0	0	22294	10.0	41483.0
hnsc	PF10199|Alpha_and_gamma_adaptin_binding_protein_p34	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS50069|CULLIN_2_Cullin_family_profile.	0.000461893764434	0.0	7	15155.0	0	22294	5.0	41483.0
hnsc	PF00685|Sulfotransferase_domain	0.000593863411415	0.0	9	15155.0	0	22294	12.0	41483.0
hnsc	PS51036|ZF_A20_Zinc_finger_A20-type_profile.	0.000131969646981	0.0	2	15155.0	0	22294	5.0	41483.0
hnsc	PS50030|UBA_Ubiquitin-associated_domain_(UBA)_profile.	0.000263939293962	0.000403696061721	4	15155.0	9	22294	28.0	41483.0
hnsc	PF01028|Eukaryotic_DNA_topoisomerase_I,_catalytic_core	0.000329924117453	0.0	5	15155.0	0	22294	2.0	41483.0
hnsc	PF03081|Exo70_exocyst_complex_subunit	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF03031|NLI_interacting_factor-like_phosphatase	0.000197954470472	0.0	3	15155.0	0	22294	7.0	41483.0
hnsc	PF06544|Protein_of_unknown_function_(DUF1115)	0.000131969646981	0.0	2	15155.0	0	22294	3.0	41483.0
hnsc	PF11816|Domain_of_unknown_function_(DUF3337)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS51011|ARID_ARID_domain_profile.	0.000197954470472	0.0	3	15155.0	0	22294	9.0	41483.0
hnsc	PF00723|Glycosyl_hydrolases_family_15	0.000461893764434	0.0	7	15155.0	0	22294	3.0	41483.0
hnsc	PF01284|Membrane-associating_domain	0.000659848234906	0.00210819054454	10	15155.0	47	22294	15.0	41483.0
hnsc	PF13812|Pentatricopeptide_repeat_domain	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PF12310|Transcription_factor_protein_N_terminal	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF03167|Uracil_DNA_glycosylase_superfamily	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF13086|AAA_domain	0.000659848234906	0.0	10	15155.0	0	22294	11.0	41483.0
hnsc	PF10487|Nucleoporin_subcomplex_protein_binding_to_Pom34	0.000197954470472	0.0	3	15155.0	0	22294	1.0	41483.0
hnsc	PF00013|KH_domain	0.000857802705378	0.0	13	15155.0	0	22294	62.0	41483.0
hnsc	PF03062|MBOAT,_membrane-bound_O-acyltransferase_family	0.000395908940944	0.0	6	15155.0	0	22294	7.0	41483.0
hnsc	PF08241|Methyltransferase_domain	6.59848234906e-05	0.000134565353907	1	15155.0	3	22294	6.0	41483.0
hnsc	PS50076|DNAJ_2_dnaJ_domain_profile.	0.000329924117453	0.0	5	15155.0	0	22294	31.0	41483.0
hnsc	PF00364|Biotin-requiring_enzyme	0.0	0.0	0	15155.0	0	22294	8.0	41483.0
hnsc	PS50316|HIS_RICH_Histidine-rich_region_profile.	0.000329924117453	0.0018839149547	5	15155.0	42	22294	47.0	41483.0
hnsc	PF08506|Cse1	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF07719|Tetratricopeptide_repeat	0.000197954470472	0.00183905983673	3	15155.0	41	22294	27.0	41483.0
hnsc	PF13561|Enoyl-(Acyl_carrier_protein)_reductase	0.000329924117453	0.000717681887503	5	15155.0	16	22294	6.0	41483.0
hnsc	PF15070|Putative_golgin_subfamily_A_member_2-like_protein_5	0.000197954470472	0.0	3	15155.0	0	22294	5.0	41483.0
hnsc	PS50118|HMG_BOX_2_HMG_boxes_A_and_B_DNA-binding_domains_profile.	0.000263939293962	0.000224275589845	4	15155.0	5	22294	30.0	41483.0
hnsc	PF05510|Sarcoglycan_alpha/epsilon	0.000329924117453	0.0	5	15155.0	0	22294	2.0	41483.0
hnsc	PF15266|Domain_of_unknown_function_(DUF4594)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF02636|Putative_S-adenosyl-L-methionine-dependent_methyltransferase	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF10609|ParA/MinD_ATPase_like	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PF08567|TFIIH_p62_subunit,_N-terminal_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF09027|GTPase_binding	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF00306|ATP_synthase_alpha/beta_chain,_C_terminal_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF12755|Vacuolar_14_Fab1-binding_region	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF02946|GTF2I-like_repeat	0.000131969646981	0.0	2	15155.0	0	22294	16.0	41483.0
hnsc	PS51509|PHOSPHAGEN_KINASE_N_Phosphagen_kinase_N-terminal_domain_profile.	0.0	0.0	0	15155.0	0	22294	4.0	41483.0
hnsc	PF07225|NADH-ubiquinone_oxidoreductase_B15_subunit_(NDUFB4)	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF02060|Slow_voltage-gated_potassium_channel	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF05461|Apolipoprotein_L	0.000197954470472	0.0	3	15155.0	0	22294	5.0	41483.0
hnsc	PF06524|NOA36_protein	0.000197954470472	0.0	3	15155.0	0	22294	1.0	41483.0
hnsc	PF00633|Helix-hairpin-helix_motif	0.0	0.00210819054454	0	15155.0	47	22294	2.0	41483.0
hnsc	PS50055|TYR_PHOSPHATASE_PTP_PTP_type_protein_phosphatase_family_profile.	0.000923787528868	0.0	14	15155.0	0	22294	13.0	41483.0
hnsc	PS50144|MATH_MATH/TRAF_domain_profile.	0.000197954470472	0.0	3	15155.0	0	22294	8.0	41483.0
hnsc	PF15084|Domain_of_unknown_function_(DUF4550)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS51120|LDLRB_LDL-receptor_class_B_(LDLRB)_repeat_profile.	0.000197954470472	0.0	3	15155.0	0	22294	25.0	41483.0
hnsc	PS51269|COMM_COMM_domain_profile.	6.59848234906e-05	0.0	1	15155.0	0	22294	8.0	41483.0
hnsc	PS51398|PAW_PAW_domain_profile.	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF00298|Ribosomal_protein_L11,_RNA_binding_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PS50177|NTF2_DOMAIN_Nuclear_transport_factor_2_domain_profile.	0.000131969646981	0.000134565353907	2	15155.0	3	22294	5.0	41483.0
hnsc	PF14599|Zinc-ribbon	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF04109|Autophagy_protein_Apg9	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF15244|Hydroxy-steroid_dehydrogenase	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF02784|Pyridoxal-dependent_decarboxylase,_pyridoxal_binding_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF11095|Gem-associated_protein_7_(Gemin7)	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF06858|Nucleolar_GTP-binding_protein_1_(NOG1)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF04621|PEA3_subfamily_ETS-domain_transcription_factor_N_terminal_domain	0.000263939293962	0.0	4	15155.0	0	22294	3.0	41483.0
hnsc	PF14665|Rapamycin-insensitive_companion_of_mTOR,_phosphorylation-site	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF15622|Kinetochore_assembly_subunit_CENP-C_N-terminal	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF00494|Squalene/phytoene_synthase	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF12496|Bcl2-/adenovirus_E1B_nineteen_kDa-interacting_protein_2	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PF00860|Permease_family	0.000395908940944	0.0	6	15155.0	0	22294	2.0	41483.0
hnsc	PS50323|ARG_RICH_Arginine-rich_region_profile.	0.00329924117453	0.0147124786938	50	15155.0	328	22294	136.0	41483.0
hnsc	PF00594|Vitamin_K-dependent_carboxylation/gamma-carboxyglutamic_(GLA)_domain	0.000131969646981	0.00179420471876	2	15155.0	40	22294	5.0	41483.0
hnsc	PF09346|SMI1_/_KNR4_family_(SUKH-1)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF03399|SAC3/GANP/Nin1/mts3/eIF-3_p25_family	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF01843|DIL_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	6.0	41483.0
hnsc	PF12436|ICP0-binding_domain_of_Ubiquitin-specific_protease_7	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF04495|GRASP55/65_PDZ-like_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF02237|Biotin_protein_ligase_C_terminal_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF04727|ELMO/CED-12_family	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF14781|Ciliary_BBSome_complex_subunit_2,_N-terminal	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF08372|Plant_phosphoribosyltransferase_C-terminal	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PS50897|CTLH_C-terminal_to_LisH_(CTLH)_motif_profile.	6.59848234906e-05	0.0	1	15155.0	0	22294	8.0	41483.0
hnsc	PF03129|Anticodon_binding_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	7.0	41483.0
hnsc	PF00252|Ribosomal_protein_L16p/L10e	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF11629|C_terminal_SARAH_domain_of_Mst1	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF11262|Transcription_factor/nuclear_export_subunit_protein_2	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF00075|RNase_H	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF14920|MDM2-binding	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF01967|MoaC_family	0.0	0.000672826769534	0	15155.0	15	22294	0	41483.0
hnsc	PF08696|DNA_replication_factor_Dna2	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF00929|Exonuclease	0.000263939293962	0.0	4	15155.0	0	22294	12.0	41483.0
hnsc	PS50067|KINESIN_MOTOR_2_Kinesin_motor_domain_profile.	0.00125371164632	0.0	19	15155.0	0	22294	29.0	41483.0
hnsc	PF08825|E2_binding_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS50016|ZF_PHD_2_Zinc_finger_PHD-type_profile.	0.000725833058397	0.00143536377501	11	15155.0	32	22294	48.0	41483.0
hnsc	PF03088|Strictosidine_synthase	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF03638|Tesmin/TSO1-like_CXC_domain,_cysteine-rich_domain	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF03372|Endonuclease/Exonuclease/phosphatase_family	0.00112174199934	0.0	17	15155.0	0	22294	19.0	41483.0
hnsc	PF11502|B-cell_lymphoma_9_protein	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF12304|Beta-casein_like_protein	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF08755|Hemimethylated_DNA-binding_protein_YccV_like	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF00462|Glutaredoxin	0.000131969646981	0.0	2	15155.0	0	22294	4.0	41483.0
hnsc	PS51194|HELICASE_CTER_Superfamilies_1_and_2_helicase_C-terminal_domain_profile.	0.00197954470472	0.0	30	15155.0	0	22294	35.0	41483.0
hnsc	PF14073|Centrosome_localisation_domain_of_Cep57	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PS50135|ZF_ZZ_2_Zinc_finger_ZZ-type_profile.	6.59848234906e-05	0.000134565353907	1	15155.0	3	22294	7.0	41483.0
hnsc	PF00962|Adenosine/AMP_deaminase	0.000659848234906	0.0	10	15155.0	0	22294	6.0	41483.0
hnsc	PS51536|TFG_TFG_box_profile.	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PF00249|Myb-like_DNA-binding_domain	0.000131969646981	0.000313985825783	2	15155.0	7	22294	17.0	41483.0
hnsc	PF01571|Aminomethyltransferase_folate-binding_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	5.0	41483.0
hnsc	PF08711|TFIIS_helical_bundle-like_domain	0.0	0.0	0	15155.0	0	22294	6.0	41483.0
hnsc	PS50865|ZF_MYND_2_Zinc_finger_MYND-type_profile.	6.59848234906e-05	0.0	1	15155.0	0	22294	11.0	41483.0
hnsc	PF01368|DHH_family	0.0	0.000403696061721	0	15155.0	9	22294	1.0	41483.0
hnsc	PS51058|ZF_CXXC_Zinc_finger_CXXC-type_profile.	0.000131969646981	0.0	2	15155.0	0	22294	5.0	41483.0
hnsc	PF14703|Domain_of_unknown_function_(DUF4463)	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PS51488|KBD_KBD_domain_profile.	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF01436|NHL_repeat	0.000131969646981	0.0	2	15155.0	0	22294	21.0	41483.0
hnsc	PS50217|BZIP_Basic-leucine_zipper_(bZIP)_domain_profile.	0.000593863411415	0.00192877007267	9	15155.0	43	22294	31.0	41483.0
hnsc	PF00993|Class_II_histocompatibility_antigen,_alpha_domain	0.000131969646981	0.0	2	15155.0	0	22294	5.0	41483.0
hnsc	PF01633|Choline/ethanolamine_kinase	6.59848234906e-05	0.0	1	15155.0	0	22294	5.0	41483.0
hnsc	PF00100|Zona_pellucida-like_domain	0.000263939293962	0.0	4	15155.0	0	22294	7.0	41483.0
hnsc	PF00777|Glycosyltransferase_family_29_(sialyltransferase)	0.00118772682283	0.0	18	15155.0	0	22294	17.0	41483.0
hnsc	PF02218|Repeat_in_HS1/Cortactin	0.000131969646981	0.0	2	15155.0	0	22294	11.0	41483.0
hnsc	PF12066|Domain_of_unknown_function_(DUF3546)	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF01463|Leucine_rich_repeat_C-terminal_domain	0.0	0.0	0	15155.0	0	22294	11.0	41483.0
hnsc	PF02732|ERCC4_domain	0.000197954470472	0.0	3	15155.0	0	22294	5.0	41483.0
hnsc	PF02174|PTB_domain_(IRS-1_type)	0.000197954470472	0.0	3	15155.0	0	22294	9.0	41483.0
hnsc	PF02852|Pyridine_nucleotide-disulphide_oxidoreductase,_dimerisation_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	3.0	41483.0
hnsc	PF09730|Microtubule-associated_protein_Bicaudal-D	0.000659848234906	0.0	10	15155.0	0	22294	2.0	41483.0
hnsc	PF13679|Methyltransferase_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF15556|ZW10_interactor	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PS50896|LISH_LIS1_homology_(LisH)_motif_profile.	0.0	0.0	0	15155.0	0	22294	22.0	41483.0
hnsc	PF00465|Iron-containing_alcohol_dehydrogenase	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF11620|GA-binding_protein_alpha_chain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF01851|Proteasome/cyclosome_repeat	0.0	0.0	0	15155.0	0	22294	6.0	41483.0
hnsc	PF02775|Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF08288|PIGA_(GPI_anchor_biosynthesis)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS51115|LAMININ_IVA_Laminin_IV_type_A_domain_profile.	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF10531|SLBB_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF11923|Domain_of_unknown_function_(DUF3441)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF08569|Mo25-like	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF08424|NRDE-2,_necessary_for_RNA_interference	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF00246|Zinc_carboxypeptidase	0.000923787528868	0.0	14	15155.0	0	22294	11.0	41483.0
hnsc	PF08231|SYF2_splicing_factor	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF03949|Malic_enzyme,_NAD_binding_domain	0.000329924117453	0.0	5	15155.0	0	22294	3.0	41483.0
hnsc	PF10197|N-terminal_domain_of_CBF1_interacting_co-repressor_CIR	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PS50271|ZF_UBP_Zinc_finger_UBP-type_profile.	0.0	0.0	0	15155.0	0	22294	11.0	41483.0
hnsc	PF03919|mRNA_capping_enzyme,_C-terminal_domain	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF09261|Alpha_mannosidase,_middle_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	4.0	41483.0
hnsc	PS51362|TGF_BETA_2_TGF-beta_family_profile.	0.000197954470472	0.0	3	15155.0	0	22294	10.0	41483.0
hnsc	PS51414|HSR_HSR_domain_profile.	0.0	0.0	0	15155.0	0	22294	4.0	41483.0
hnsc	PF12516|Protein_of_unknown_function_(DUF3719)	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PS50132|RGS_RGS_domain_profile.	0.000923787528868	0.0	14	15155.0	0	22294	22.0	41483.0
hnsc	PF09298|Fumarylacetoacetase_N-terminal	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF08672|Anaphase_promoting_complex_(APC)_subunit_2	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PS50283|NA_SOLUT_SYMP_3_Sodium:solute_symporter_family_profile.	0.000263939293962	0.0	4	15155.0	0	22294	3.0	41483.0
hnsc	PF00179|Ubiquitin-conjugating_enzyme	0.000461893764434	0.0	7	15155.0	0	22294	22.0	41483.0
hnsc	PF00224|Pyruvate_kinase,_barrel_domain	0.000197954470472	0.0	3	15155.0	0	22294	1.0	41483.0
hnsc	PF11265|Mediator_complex_subunit_25_von_Willebrand_factor_type_A	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF06098|Radial_spoke_protein_3	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PS51293|SANT_SANT_domain_profile.	0.000197954470472	0.000134565353907	3	15155.0	3	22294	11.0	41483.0
hnsc	PS50862|AA_TRNA_LIGASE_II_Aminoacyl-transfer_RNA_synthetases_class-II_family_profile.	0.000263939293962	0.0	4	15155.0	0	22294	12.0	41483.0
hnsc	PF08797|HIRAN_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF00571|CBS_domain	0.000329924117453	0.000762537005472	5	15155.0	17	22294	26.0	41483.0
hnsc	PF00105|Zinc_finger,_C4_type_(two_domains)	0.000791817881887	0.00358840943752	12	15155.0	80	22294	31.0	41483.0
hnsc	PF04818|RNA_polymerase_II-binding_domain.	6.59848234906e-05	0.0	1	15155.0	0	22294	7.0	41483.0
hnsc	PF02185|Hr1_repeat	6.59848234906e-05	0.0	1	15155.0	0	22294	8.0	41483.0
hnsc	PF00932|Lamin_Tail_Domain	0.0	0.0	0	15155.0	0	22294	3.0	41483.0
hnsc	PS50038|FZ_Frizzled_(fz)_domain_profile.	0.000131969646981	0.0	2	15155.0	0	22294	8.0	41483.0
hnsc	PF15394|Domain_of_unknown_function_(DUF4616)	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF10491|NLS-binding_and_DNA-binding_and_dimerisation_domains_of_Nrf1	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF07716|Basic_region_leucine_zipper	6.59848234906e-05	0.0	1	15155.0	0	22294	7.0	41483.0
hnsc	PF05053|Menin	0.000131969646981	0.0	2	15155.0	0	22294	1.0	41483.0
hnsc	PF01121|Dephospho-CoA_kinase	0.0	0.0	0	15155.0	0	22294	2.0	41483.0
hnsc	PS50888|BHLH_Myc-type,_basic_helix-loop-helix_(bHLH)_domain_profile.	0.00105575717585	0.0	16	15155.0	0	22294	46.0	41483.0
hnsc	PF05378|Hydantoinase/oxoprolinase_N-terminal_region	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF01554|MatE	0.000131969646981	0.0	2	15155.0	0	22294	4.0	41483.0
hnsc	PF13872|P-loop_containing_NTP_hydrolase_pore-1	0.000131969646981	0.0	2	15155.0	0	22294	2.0	41483.0
hnsc	PF07529|HSA	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF15109|TMEM125_protein_family	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF08824|Serine_rich_protein_interaction_domain	0.0	0.00112137794922	0	15155.0	25	22294	3.0	41483.0
hnsc	PF05250|Uncharacterised_protein_family_(UPF0193)	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF10162|G8_domain	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PS50319|LEU_RICH_Leucine-rich_region_profile.	0.000791817881887	0.00156992912891	12	15155.0	35	22294	43.0	41483.0
hnsc	PF03357|Snf7	6.59848234906e-05	0.0	1	15155.0	0	22294	7.0	41483.0
hnsc	PS50234|VWFA_VWFA_domain_profile.	0.0013856812933	0.00246703148829	21	15155.0	55	22294	41.0	41483.0
hnsc	PF07859|alpha/beta_hydrolase_fold	6.59848234906e-05	0.0	1	15155.0	0	22294	4.0	41483.0
hnsc	PF07412|Geminin	6.59848234906e-05	0.0	1	15155.0	0	22294	1.0	41483.0
hnsc	PF08590|Domain_of_unknown_function_(DUF1771)	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF07888|Calcium_binding_and_coiled-coil_domain_(CALCOCO1)_like	0.000197954470472	0.000672826769534	3	15155.0	15	22294	3.0	41483.0
hnsc	PF08785|Ku_C_terminal_domain_like	0.0	0.0	0	15155.0	0	22294	1.0	41483.0
hnsc	PF01871|AMMECR1	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF15336|Autism_susceptibility_gene_2_protein	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF06702|Protein_of_unknown_function_(DUF1193)	6.59848234906e-05	0.0	1	15155.0	0	22294	2.0	41483.0
hnsc	PF00822|PMP-22/EMP/MP20/Claudin_family	0.000263939293962	0.0	4	15155.0	0	22294	9.0	41483.0
